concert_id,message,feeling_pos,feeling_neg,music_ref,external_ref,phys_react_intentional,phys_react_unintentional
air_ct_434,are they playing to a backing track of strings synths?,,,x,,,
air_ct_115,SO JAZZ WHITE PEOPLE WILL CALL THE COPS,,,x,,,
air_ct_337,super track,X,,x,,,
air_ct_93,love this one too,X,,x,,,
moby_ct_169,"eternal loop, and its ok",,,x,,,
moby_ct_191,im ready for the next song,,,x,,,
nf_ct_108,That mixing console alone costs more than 100k,,,x,X,,
air_ct_348,is she my aNGEL,X,,x,,,
moby_ct_309,that cello sound,X,,x,,,
moby_ct_391,that funk is so on point,X,,x,,,
air_ct_431,the drummer is perfect for them,X,,x,,,
moby_ct_359,Love this part,X,,x,,,
nf_ct_38,Is this Berduxa 2024 revision?,,,x,X,,
moby_ct_395,this must be on vinyl!,X,,x,,,
moby_ct_181,This version is amazing ,X,,x,,,
air_ct_114,"What a legendary album ! So happy to hear it again, and again, and again.... and now, too !",X,,x,X,,
nf_ct_112,"@AlessioAndres you can choose to have your own personal definition of music, but you can't impose it on everyone else and exclude whole genres",,,x,,,
moby_ct_120,has he played when its cold outside I want to die yet,,,x,,,
moby_ct_46,"I guess I am kinda traditional, I love ""Praise You"" best ",X,,x,,,
sting_ct_80,The Dock Of The Bay...:bouquet::bouquet::bouquet: ,X,,x,,,
moby_ct_313,"This is great, reminds me of Mogwai , some post-rock vibes",X,,x,X,,
nf_ct_104,"music is everything that is not sound where sound is present. i am listening to music like a person without hearing and no concept of emotion would. there's stories, someone enters, approaches by -",,,x,,,
air_ct_111,very mellow track :),X,,x,,,
air_ct_281,Radian is the next song (says the setlist) @Headsknow ,,,x,,,
sting_ct_31,Send an SOS to the world to fire Macron...,,,x,X,,
moby_ct_351,ooohh :violin::musical_note::musical_notes::musical_score::speaker_high_volume::dizzy:,X,,x,,,X
moby_ct_346,My temperature rises from the music :smiling_cat_with_heart_eyes:,X,,x,,,X
moby_ct_394,the first song I played in the guitar was Moby's song :red_heart: thanks from Brasil,X,,x,,,
air_ct_112,such great energy and hope this album expresses on each track - masterpiece album,X,,x,X,,
sting_ct_25,"Sting music and the place, :bouquet::bouquet:Pantheon .. beautifully cool! Magically fantastic! :blue_heart::blue_heart::blue_heart:",X,,x,,,
nf_ct_173,"Sublime music, heavenly!",X,,x,,,
moby_ct_122,fantastic reworking :musical_notes:👏🏼,X,,x,,X,
moby_ct_199,A wee bit of Pink Floyd too,,,x,X,,
air_ct_430,who are playing the background synths?,X,,x,,,
air_ct_463,such a beautiful track Kyoto,X,,x,,,
air_ct_169,"I know this album by heart. My dad used to listen to it so often, I have really precious memories of my childhood and family with this as a soundtrack :red_heart:",X,,x,X,,
moby_ct_483,i'd love him to play dream about me :') ,,,x,,,
air_ct_141, THE ORIGINAL BATMAN ,,,x,,,
moby_ct_294,Name this song? ,,,x,,,
air_ct_37,the San Francisco fan video of this song is immaculate,,,x,X,,
air_ct_27,"ducking brilliant, that bass!!",X,,x,,,
sting_ct_33,evidemment SOS to the nature,,,x,X,,
air_ct_219,but when i wake up. black friday let me PAY ,X,,x,,,
air_ct_327,fully heart language this album communicates,X,,x,,,
moby_ct_401,Moby's DJ sets are some of the best you will ever see if you get the chance. He absolutely rips really driving electro and techno,X,,x,X,,
air_ct_140,Goods albums,X,,x,X,,
nf_ct_121,"Nils Frahm was at in Berlin at the superbooth a month ago and screened parts of this video, but with access to the stems so he was able to isolate individual tracks",,,x,X,,
air_ct_395,Alone in Kyoto ,,,x,,,
nf_ct_78,aleesio how about you try layering sounds and they all happen to be in that kind of aether harmony.Your comments just shows how little you know about music as a technical matter and as a soul food 2,,,x,,,
air_ct_413,never ever thought it could be play live,,,x,,,
nf_ct_120,this piece will have a drum line,,,x,,,
nf_ct_85,really alessio we thought you were here to talk shit about how this isn't music,,,x,,,
moby_ct_19,This sounds absolutely terrible and empty,,X,x,,,
nf_ct_52,love this reflection of sounds!,X,,x,,,
moby_ct_279,Great vocalists great musicians - Moby is gracefully,X,,x,,,
air_ct_340,cherry,,,x,X,,
air_ct_47,...and then it leads to their biggest hit,,,x,X,,
moby_ct_139,I didn't recognize it without the strings sample,,,x,,,
air_ct_367,The next song is Highschool Lover,,,x,,,
air_ct_190,Well this takes me back,,,x,X,,
air_ct_381,From the setlist: Highschool Lover - Surfing on a Rocket - Don't Be Light - Alone in Kyoto @Headsknow ,,,x,,,
moby_ct_205,Moby's first albums (up until Hotels) were so freaking good,,,x,X,,
air_ct_61,Sexy Boy!,X,,x,,,
air_ct_362,THIS MUSIC IS LIKE A COCAINE HEAD AS BIG AS DANA WHITES HEAD,X,,x,,,
sting_ct_43,"STING, I consider your songs the best in the world",X,,x,,,
moby_ct_126,this woke version actually sounds good,X,,x,,,
nf_ct_75,build up and harmonics are part of music too and this Nils guy is very goot at that,,,x,X,,
moby_ct_656,"If someone wants to listen to other music of this Speed, Google ""The Berzerker""",,,x,X,,
sting_ct_42,Hope the world will listen about this SOS ... ,X,,x,,,
moby_ct_457,definitely hints of Ian Curtis and Joy Division in this one :musical_notes::goodvibes:,X,,x,X,,
nf_ct_72,he is using a couple of line array and gigant subwoofers as monitors wow thats too much,,X,x,,,
air_ct_302,MUAY THAI AND MUY LOCO,X,,x,,,
moby_ct_112,i don't mind the music but moby with a guitar?,,,x,,,
air_ct_411,Two or three songs left @popcorntommy ,,,x,,,
moby_ct_22,whick track is it plz,,,x,,,
moby_ct_428,Ring of :fire: ,X,,x,,,
air_ct_331,FOURTH ABOUT TO ARRIVE,X,,x,,,
moby_ct_443,great atmosphere,X,,x,,,
air_ct_187,production is unreal,X,,x,,,
air_ct_315,WAKE UP TODAY WITH A HEART IN MY HAND,,,x,,,
moby_ct_465,What a version :love_you_gesture::thumbs_up::thumbs_up::thumbs_up:,X,,x,,X,
nf_ct_81,Give me your layered shit synthdaddy :sweat_droplets::drooling_face:,X,,x,,,X
air_ct_384,"Did they already play ""All i need""?",,,x,,,
nf_ct_109,"music is an intellectual thing, not a coloured drink with an umbrella to be ""liked.""",,,x,,,
moby_ct_323,this concert has nice sound/mixing,X,,x,,,
air_ct_249,ahh Cherry B Girl might be played then,,,x,,,
air_ct_387,MUTO WETBACK COMO MI. ES BUENO ,,,x,,,
air_ct_134,EVER TRACK IS A REPEAT OF A 4 X 4 SCALE SINCE 1775,,X,x,,,
air_ct_103,Cool live version ,X,,x,,,
moby_ct_157,"Alright that's good shit. ""Play"" is one of the best albums ever made.",,,x,,,
moby_ct_281,This song makes a gal feel some hope again,X,,x,,,
moby_ct_255,Lady Blackbird is an extremely good Singer.,,,x,X,,
air_ct_182,@leesmap man this album changed the way I listened to music truly,,,x,,,
sting_ct_49,A catching tune and kitschy whistle...love it,X,,x,,,
sting_ct_16,one of the greatest singer and songwriter of all times,X,,x,,,
moby_ct_409,or maybe not-it has no trumpet solo,,,x,,,
air_ct_321,WHEN UR UPSET I WILL HUG YOU LIKE A LIFE JACKET IN THE OCEAN OF HATE,X,,x,,,
air_ct_148,"@Headsknow yeah, I was going to give up on music with all that depressing grunge and then this album came out",X,,x,,,
nf_ct_77,"Might not be music to you, but I like it :man_shrugging:",X,,x,,,
moby_ct_164,Like the faster Versions more...,,,x,,,
nf_ct_129,"Im listning on a Bang & Olufsen speaker, very rich and deep :slightly_smiling_face: ",X,,x,,,
air_ct_493,whats this final song btw?,,,x,,,
air_ct_304,"plz say ""Cherry Blossom Girl"" was one of the 9 other tracks?",,,x,X,,
air_ct_396,run it was called,,,x,,,
air_ct_125,Air not had studio album for what 12 years now,,,x,X,,
moby_ct_448,Just stick to the album...,,,x,,,
air_ct_477,those vocals.... OOOF,X,,x,,,
air_ct_70,Biggest single hit by them in the UK I think?,,,x,X,,
air_ct_124,CHICKEN FISH AND PUSSY IS ALL I EAT ,,,x,,,
moby_ct_44,5. Flower / Find My Baby,,,x,,,
moby_ct_252,Listen to her new Album! ,,,x,X,,
nf_ct_35,love the swing and groove on this,X,,x,,,
nf_ct_60,i don't understand why layered sounds are considered as music.,,,x,,,
moby_ct_144,"yeah there are strings onstage, in previous numbers",,,x,X,,
moby_ct_190,I hope he will erase this version for me it was one of the best of the show I had so much fun ,X,,x,,,
nf_ct_93,"line arrays are used in clubs and theaters all the time, not just stadiums. ",,,x,X,,
air_ct_120,ROAD SURE SHE WAS NOT A COW,,,x,,,
air_ct_343,:red_heart::red_heart::red_heart::red_heart:,X,,x,,,
nf_ct_42,if y'all are just listening to this on headphones or laptop speakers.... you are missing out,X,,x,,,
moby_ct_307,this track is so beautiful,X,,x,,,
nf_ct_82,there is no structure between your ears you cant just get bunch of sounds layer them as you wish and it magically fill whole arenas why dudes like u shit in live chats for no reason,,,x,X,,
air_ct_194,FORGET ABOUT UR HEART,,,x,,,
air_ct_247,love love this tune,X,,x,,,
sting_ct_73,Sittin' On The Dock of the Bay by Otis Redding,,,x,X,,
air_ct_180,The best album for a warm summer's evening in the countryside or by the sea.,X,,x,X,,
moby_ct_143,I assume the strings will appear at some point...,,,x,,,
nf_ct_7,nils frahm is a master of counterpoint in music. He builds complex and beautiful music through simple elements.,,,x,X,,
moby_ct_115,He was first a guitar player before dj ,,,x,X,,
nf_ct_92,classic mixed with modern electronic :red_heart: ,X,,x,,,
nf_ct_206,"What an intense performance by an inspired and prepared musician, interesting filming production and great location. Thanks ",X,,x,,,
moby_ct_182,"Waiting for South Side and Why does my heart feel so bad, hope I didn't miss them",,,x,X,,
air_ct_144,One of the best album in the world :red_heart:,X,,x,X,,
air_ct_454,Alone in Kyotot!!!!!,,,x,,,
nf_ct_178,is calling the music shit insulting or debating? ,,,x,,,
sting_ct_10,An englishman in Paris :winking_face:,,,x,,,
moby_ct_506,Vocals are so fekn honest and deep 👏🏼:musical_notes::speaker_high_volume::musical_notes:,X,,x,,X,
air_ct_90,A great one I agree !,X,,x,,,
nf_ct_8,:musical_keyboard::musical_keyboard::musical_keyboard::musical_keyboard::musical_keyboard:,,,x,,,
moby_ct_344,"Oh baby, oh baby:collision::collision:then it fell apart, it fell apart!",,,x,,,
moby_ct_619,No we're listening to a world record track.,,,x,,,
nf_ct_80,@franconicotom those aren't subs as monitors... and line arrays are pretty common in shows lol wtf you talking about,,,x,,,
moby_ct_464,This song is pure perfect :red_heart: ,X,,x,,,
air_ct_186,this bass ooof,X,,x,,,
air_ct_355,that arturia is too loud,,X,x,,,
air_ct_341,cherry blossom girl :smiling_face_with_hearts:,X,,x,,,
air_ct_390,youre my playground love,X,,x,,,
air_ct_224,"VAMOS SUGA NO METH NO COCAINE, NOT STUPID SHIT IN UR BODY JUST #LOVE UFC306",X,,x,,,
moby_ct_148,we need the strings...,,,x,,,
moby_ct_163,Excellent arrangements that make me vibrate :musical_keyboard:,X,,x,,,
nf_ct_58,The song is on Youtube @Lizbeth Ajuria ,,,x,,,
nf_ct_97,and yes there are some subs under the wedges that i didn't see at first :),,,x,,,
nf_ct_84,"correction, he might have two small subs as a part of the monitors which makes sense... he doesn't have IEMs or headphones and wants to feel / hear what he's playing... don't know what the big deal is",,,x,X,,
moby_ct_553,true classic of electronic music,X,,x,,,
air_ct_363,great track,X,,x,,,
air_ct_342,:cherry_blossom::cherry_blossom::cherry_blossom:,X,,x,,,
moby_ct_476,Remember when Moby was techno music,,,x,X,,
moby_ct_238,"oh ., I love the live version of ""Waiting for the Barbarians"" by Laurie Anderson on YT is fekn phenomenal :musical_notes:",X,,x,,,
air_ct_81,My fav track by them is sadly not on this album :(,,X,x,X,,
air_ct_30,Great song to start with :two_hearts:,X,,x,,,
nf_ct_194,i always love that piece,X,,x,,,
moby_ct_160,"There you go, the reversed string sample",,,x,,,
air_ct_462,:japanese_castle::japanese_dolls::cherry_blossom:,,,,X,,
moby_ct_633,"moby did a lot of drugs when he wrote his songs he once told. actually most music artists did, but moby seems to have gotten the right dose of the right stuff :rocket-red-countdown-liftoff:",X,,,X,,
air_ct_522,said lost in translation and I was @ARTE Concert lol,,,,X,,
moby_ct_94,Stanger Things :red_heart:,X,,,x,,
air_ct_32,The concert consists of all 11 Moon Safari songs,,,x,X,,
air_ct_51,I like the early years of Downtempo ,,,x,X,,
air_ct_501,"I watched this on streaming the whole weekend after the gig until it was taken down, great to have it for a year!",X,,,X,,
nf_ct_79,Talent is the distinction when layering different harmonics between cacophony and musical bliss.,,,x,X,,
air_ct_2,already bought the ticket (but of course it was not the only reason to travel),,,,X,,
air_ct_99,all album is gold,,,x,X,,
moby_ct_436,decades vegan ! before people even knew about veganism,,,,X,,
nf_ct_139,i think Nils Frahm and Hania Rani in Concert would be awesome.,,,,X,,
air_ct_318,Then Alone in Kyoto and Electronic Performers encore,,,x,X,,
moby_ct_365,porcelain was already catch it on the plaback! It was great,X,,x,X,,
moby_ct_292,i remember the video of this song... one of my favorite but this is so much better,X,,X,X,,
nf_ct_152,"I was just thinking :thinking_face: this reminds me of `Cluster the Eno project, Alex 👊🏼",,,,X,,
moby_ct_100,Moby signed my shirt with over 100 DJs from around the world :heart_suit:,,,,X,,
air_ct_474,"""For relaxing times, make it Suntory times."" ",,,x,X,,
air_ct_72,Kelly Watch The Stars,,,X,X,,
sting_ct_85,"I watch Kaamelott today, Sting is perfect",X,,,X,,
air_ct_135,"Time machine, 24 years back, with this song.",,,x,X,,
air_ct_137,I love this album,X,,x,X,,
air_ct_218,"""Don't be live.."" (VirginSuicide)",,,,X,,
moby_ct_117,his most famous works use guitar,,,x,X,,
moby_ct_153,It's not quite the original sample,,,x,X,,
air_ct_15,Kelly?,,,,X,,
air_ct_13,uk here MS is my fave album,,,,X,,
air_ct_283,"I was there the day before, on 30/5. A dream come true to see this live :sparkles::red_heart:",X,,,X,,
moby_ct_308,it is the famous clip with the train through the snow ,,,,X,,
moby_ct_196,"Moby sounds on this live set a bit like a blend of Kraftwerk and Depeche Mode and himself, Moby, of course. Absolutely great stuff.",,,x,X,,
moby_ct_430,I became vegan thanks to Moby. He is a great inspiration in so many areas.,X,,,X,,
air_ct_256,reminders of the past,,,,X,,
moby_ct_20,"@ARTE Concert Yes, I've seen lots of shows which were great! This one isn't sadly.",,X,,X,,
air_ct_456,Lost in Translation ,,,,x,,
moby_ct_145,I was there in Torhout!,,,,X,,
moby_ct_644,GO VEGAN :red_heart: ARGENTINA MOBY ,X,,,X,,
nf_ct_157,oh yeah of course! how could I forget Vangelis LOL,,,,X,,
moby_ct_123,Moby came out of the punk scene with The Vatican Commandos primarely,,,,X,,
nf_ct_144,What would Brian Eno say to this music? ,,,x,X,,
air_ct_237,Baby Blue ?,,,,X,,
moby_ct_118,He always play the guitar ,,,x,X,,
air_ct_33,@tloves max Yeah because it's the first one on the LP,,,x,X,,
nf_ct_96,I went to one of Nils shows... Great sound :grinning_face: ,,,,X,,
air_ct_461,:cherry_blossom:,,,x,X,,
air_ct_252,some Richard Wrigth here,,,,X,,
nf_ct_145,brian eno's hair would be blown back,,,,X,,
nf_ct_108,That mixing console alone costs more than 100k,,,x,X,,
air_ct_227,I was a AIR fan since the beginning and now my daughter love AIR too.,X,,,X,,
nf_ct_38,Is this Berduxa 2024 revision?,,,x,X,,
moby_ct_219,"This show, bring back so much good memories",X,,,X,,
air_ct_114,"What a legendary album ! So happy to hear it again, and again, and again.... and now, too !",X,,x,X,,
moby_ct_575,CHILE :heart_on_fire:,,,,X,,
moby_ct_13,A trip down memory lane for most of the ppl there I suppose,,,,X,,
moby_ct_313,"This is great, reminds me of Mogwai , some post-rock vibes",X,,x,X,,
sting_ct_31,Send an SOS to the world to fire Macron...,,,x,X,,
air_ct_112,such great energy and hope this album expresses on each track - masterpiece album,X,,x,X,,
nf_ct_110,"@Apoptose Records I saw him in Uppsala, sweden... Great show :red_heart: ",,,,X,,
moby_ct_199,A wee bit of Pink Floyd too,,,x,X,,
air_ct_169,"I know this album by heart. My dad used to listen to it so often, I have really precious memories of my childhood and family with this as a soundtrack :red_heart:",X,,x,X,,
air_ct_37,the San Francisco fan video of this song is immaculate,,,x,X,,
sting_ct_33,evidemment SOS to the nature,,,x,X,,
moby_ct_401,Moby's DJ sets are some of the best you will ever see if you get the chance. He absolutely rips really driving electro and techno,X,,x,X,,
air_ct_140,Goods albums,X,,x,X,,
nf_ct_121,"Nils Frahm was at in Berlin at the superbooth a month ago and screened parts of this video, but with access to the stems so he was able to isolate individual tracks",,,x,X,,
air_ct_251,I was in the RAH that night..totally spellbound by it :),X,,,X,,
air_ct_340,cherry,,,x,X,,
air_ct_47,...and then it leads to their biggest hit,,,x,X,,
air_ct_26,see you in LA at the end of the month :dizzy: ,,,,X,,
air_ct_450,fresh AIR as in back 1998 crazy1,X,,,X,,
nf_ct_55,Seen him 18 times live and it still enjoy it everytime i experience it :heart_suit:,,,,X,,
air_ct_190,Well this takes me back,,,x,X,,
moby_ct_205,Moby's first albums (up until Hotels) were so freaking good,,,x,X,,
nf_ct_75,build up and harmonics are part of music too and this Nils guy is very goot at that,,,x,X,,
moby_ct_656,"If someone wants to listen to other music of this Speed, Google ""The Berzerker""",,,x,X,,
moby_ct_242,RIP Lou Reed and RIP David Bowie!,,,,X,,
moby_ct_457,definitely hints of Ian Curtis and Joy Division in this one :musical_notes::goodvibes:,X,,x,X,,
moby_ct_438,Indian food gives me ring of :fire: ,,,,X,,
air_ct_52,Austin in October 🙌🏽:maple_leaf::dashing_away::dashing_away:,X,,,X,,
moby_ct_679,GO VEGAN :red_heart: ARGENTINA ,X,,,X,,
moby_ct_240,Reed. Bowie. Fantastic people they were. I do miss them dearly.,,,,X,,
air_ct_8,I will see them in cdmx,,,,X,,
air_ct_6,Hope they gonna play again in France cause tickets were sold waaaay to fast,,,,X,,
air_ct_156,AIR London 2004 still remember:),X,,,X,,
moby_ct_189,he is pretty good - he should go for britans got talent or something - he would probably be up there ,,,,X,,
moby_ct_595,MOBY :red_heart: GO VEGAN,X,,,X,,
nf_ct_174,Shout out the the road crew who lugs around that heavy harmonium/glass harp across the globe,,,,X,,
moby_ct_95,I was there on the front row. It was amazing!,,,,X,,
nf_ct_54,My favorite live recordings are from KEXP and @ARTE Concert ,,,,X,,
nf_ct_4,when live natura one end parada street zurich,,,,X,,
moby_ct_255,Lady Blackbird is an extremely good Singer.,,,x,X,,
nf_ct_189,Hammers revisited :),,,,X,,
air_ct_5,Berlin concert was fantastic. :musical_keyboard::dizzy::thumbs_up:,,,,X,,
air_ct_402,Serious Pink Floyd vibes off this one,,,,X,,
air_ct_122,riders on the moon,,,,X,,
air_ct_304,"plz say ""Cherry Blossom Girl"" was one of the 9 other tracks?",,,x,X,,
air_ct_125,Air not had studio album for what 12 years now,,,x,X,,
air_ct_70,Biggest single hit by them in the UK I think?,,,x,X,,
moby_ct_252,Listen to her new Album! ,,,x,X,,
moby_ct_144,"yeah there are strings onstage, in previous numbers",,,x,X,,
air_ct_496,where is my first usb mp3 player :star_struck:,,,,X,,
nf_ct_93,"line arrays are used in clubs and theaters all the time, not just stadiums. ",,,x,X,,
air_ct_153,"I was there this night, amazing",X,,,X,,
nf_ct_82,there is no structure between your ears you cant just get bunch of sounds layer them as you wish and it magically fill whole arenas why dudes like u shit in live chats for no reason,,,x,X,,
moby_ct_6,The concert got great reviews in the Belgian press.,,,,X,,
sting_ct_73,Sittin' On The Dock of the Bay by Otis Redding,,,x,X,,
air_ct_180,The best album for a warm summer's evening in the countryside or by the sea.,X,,x,X,,
nf_ct_7,nils frahm is a master of counterpoint in music. He builds complex and beautiful music through simple elements.,,,x,X,,
moby_ct_115,He was first a guitar player before dj ,,,x,X,,
moby_ct_182,"Waiting for South Side and Why does my heart feel so bad, hope I didn't miss them",,,x,X,,
air_ct_144,One of the best album in the world :red_heart:,X,,x,X,,
air_ct_466,Lost in Translation :red_heart::red_heart::red_heart:,X,,,x,,
air_ct_519,Austin Texas is ready for AIR 🙌🏽🙌🏽,X,,,X,X,
air_ct_259,flash back,,,,X,,
air_ct_167,"If Air ever comes to Chile, I'll be the first in the line to buy a ticket :smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:",X,,,X,,
nf_ct_11,Nils you are my true inspiration thank you I love you ,,,,X,,
air_ct_9,*Would be listening to Air forever ,,,,X,,
moby_ct_439,he has a vegan restaurant in LA - all revenue goes to animal rights organizations too <3,,,,X,,
nf_ct_39,Saw him live 3 times-,,,,X,,
nf_ct_168,and we've got Nils'es old sparring mate Olafur Arnold's Kiasmos ... And I'd hope you're all fans of Pete Namlook and the `Darkside If The Moog' series...,,,,X,,
nf_ct_84,"correction, he might have two small subs as a part of the monitors which makes sense... he doesn't have IEMs or headphones and wants to feel / hear what he's playing... don't know what the big deal is",,,x,X,,
air_ct_488,I was there. Mind blowing brilliance. loved every second and didnt want it to end. Thank you Air x,X,,,X,,
moby_ct_686,GO VEGAN :red_heart: ,,,,X,,
moby_ct_476,Remember when Moby was techno music,,,x,X,,
moby_ct_634,GO VEGAN :red_heart: ,X,,,X,,
air_ct_81,My fav track by them is sadly not on this album :(,,X,x,X,,
moby_ct_237,Plz play praise you :thumbs_up::thumbs_up::thumbs_up:,X,,X,,X,
moby_ct_473,:elbowcough::elbowcough:,,,,,X,
moby_ct_227,:face_screaming_in_fear:,,,,,X,
moby_ct_474,🙏🏼,X,,,,X,
moby_ct_408,:face-orange-biting-nails:,,,,,X,
moby_ct_34,:hand-pink-waving::hand-pink-waving::hand-pink-waving:,,,,,X,
sting_ct_3,thank you ARTE Concert! :folded_hands::thumbs_up::red_heart:,X,,,,X,
moby_ct_427,:raising_hands::collision::raising_hands::collision::raising_hands:,X,,,,X,
moby_ct_367,:raising_hands::collision::raising_hands::collision::raising_hands: ,X,,,,X,
air_ct_449,👏🏻👏🏻👏🏻👏🏻👏🏻,X,,,,X,
sting_ct_27,:musical_notes::musical_note::thumbs_up::partying_face::headphone:,X,,,,X,
air_ct_537,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,X,,,,X,
air_ct_370,🙌🏻,X,,,,X,
moby_ct_377,:smiling_cat_with_heart_eyes::heart_with_arrow::backhand_index_pointing_left::backhand_index_pointing_right::sign_of_the_horns:,X,,,,X,
moby_ct_23,:star_struck: Merci Arte Concert !! :smiling_face_with_hearts::face_blowing_a_kiss::face_blowing_a_kiss:,X,,,,X,
moby_ct_664,:yellow_heart::fire::fire:🙌🏼:sparkles:,X,,,,X,
moby_ct_128,:hand-orange-covering-eyes:,,,,,X,
moby_ct_33,Dance everybody!,,,,,X,
air_ct_333,👏🏻👏🏻,X,,,,X,
moby_ct_450,sunshine 70 :blossom::hugging_face: hi Hun :face_blowing_a_kiss: just in time for a blow :wind_face::trumpet:along :winking_face:,X,,,,X,
moby_ct_685,:hand-pink-waving:,X,,,,X,
moby_ct_468,:clapping_hands::clapping_hands::clapping_hands:,X,,,,X,
sting_ct_20,love it :folded_hands::red_heart:,X,,,,X,
moby_ct_175,:raising_hands::raising_hands::raising_hands:,X,,,,X,
moby_ct_606,:raised_fist::raised_fist::raised_fist::raised_fist::raised_fist:,X,,,,X,
moby_ct_260,:open_hands::clapping_hands::raising_hands::open_hands::clapping_hands::raising_hands:,X,,,,X,
moby_ct_515,👏🏼👏🏼,X,,,,X,
air_ct_440,:face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out:,X,,,,X,
moby_ct_523,👏🏼👏🏼👏🏼:red_heart:,X,,,,X,
nf_ct_195,:red_heart:👏🏻👏🏻👏🏻 bravoooo,X,,,,X,
moby_ct_399,:clapping_hands::clapping_hands::clapping_hands::clapping_hands:,X,,,,X,
moby_ct_85,They look like three angels 👏🏻👏🏻👏🏻,X,,,,X,
air_ct_546,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,X,,,,X,
air_ct_539,👏🏻 👏🏻 👏🏻,X,,,,X,
sting_ct_21,:thumbs_up::heart_suit:,X,,,,X,
moby_ct_99,:face-blue-smiling::hand-pink-waving::face-red-heart-shape::trophy-yellow-smiling::eyes-pink-heart-shape:,X,,,,X,
moby_ct_372,:musical_notes::location-yellow-teal-bars:thanks for all @ARTE Concert✓ always Delivering quality recorded productions from every genre ..YT:trophy-yellow-smiling::finger-red-number-one:👏🏼👏🏼,X,,,,X,
nf_ct_18,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,X,,,,X,
moby_ct_533,ohhh yes :raising_hands::raising_hands::speaker_high_volume::speaker_high_volume::fire::fire::fire:,X,,,,X,
moby_ct_581,:speaker_high_volume::face-red-heart-shape::face-blue-heart-eyes:some dunt thanks :winking_face:👍🏼,X,,,,X,
moby_ct_18,Great 🙌🏻🙌🏻energy :smiling_face_with_hearts:,X,,,,X,
sting_ct_9,:raising_hands:,X,,,,X,
moby_ct_208, :raising_hands::sparkles::raising_hands::sparkles::raising_hands:,X,,,,X,
sting_ct_59,:star_struck::thumbs_up::musical_notes:,X,,,,X,
nf_ct_9,:hand-pink-waving:,,,,,X,
moby_ct_276,:raising_hands::red_heart::raising_hands::red_heart::raising_hands: ,X,,,,X,
moby_ct_516,👏🏼👏🏼,X,,,,X,
air_ct_257,:thumbs_up::thumbs_up::thumbs_up:,X,,,,X,
moby_ct_267,:raising_hands::red_heart::raising_hands::red_heart::raising_hands: ,X,,,,X,
sting_ct_86,"leans back in Armchair, and enjoyes ;)",X,,,,X,
moby_ct_36,:hand-pink-waving::person-turqouise-waving:,,,,,X,
air_ct_421,🙌🏻,X,,,,X,
moby_ct_283,:raising_hands::sparkles::raising_hands::sparkles::raising_hands:,X,,,,X,
moby_ct_508,👏🏻👏🏻👏🏻👏🏻,X,,,,X,
moby_ct_122,fantastic reworking :musical_notes:👏🏼,X,,x,,X,
air_ct_296,👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼,X,,,,X,
nf_ct_204,👏🏼🙏🏼 thanks again ARTE Concert✓for a most magnificent concert 👏🏼👏🏼,X,,,,X,
air_ct_174,:clapping_hands:,X,,,,X,
air_ct_485,👏🏻👏🏻,X,,,,X,
air_ct_422,:hand-orange-covering-eyes:,,,,,X,
air_ct_483,A thousand thanks ARTE!:star_struck::thumbs_up::smiling_cat_with_heart_eyes:,X,,,,X,
moby_ct_584,👏🏻👏🏻🙌🏻🙌🏻,X,,,,X,
air_ct_379,:elbowcough:,,,,,X,
moby_ct_522,👏🏼👏🏼:red_heart:,X,,,,X,
moby_ct_496,:thumbs_up::thumbs_up::thumbs_up::thumbs_up::red_heart::musical_notes::red_heart::musical_notes::red_heart:,X,,,,X,
moby_ct_369,:collision::raising_hands::collision::raising_hands: :raising_hands::sparkles::raising_hands::sparkles:,X,,,,X,
moby_ct_75,so lovely I will cry,X,,,,X,
moby_ct_665,:raising_hands::red_heart:,X,,,,X,
moby_ct_588,:hand-pink-waving:bye bye,,,,,X,
moby_ct_215,@T :raising_hands::collision::raising_hands::collision::raising_hands:,X,,,,X,
moby_ct_519,Standing ovations 👏🏻👏🏻👏🏻,X,,,,X,
moby_ct_505,:glowing_star::man_dancing::glowing_star::man_dancing::glowing_star:,X,,,,X,
moby_ct_525,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,X,,,,X,
moby_ct_368,:clapping_hands::sign_of_the_horns::raising_hands:,X,,,,X,
air_ct_453,:face_blowing_a_kiss::smiling_face_with_heart_eyes::face_blowing_a_kiss::partying_face::disguised_face::smiling_face_with_hearts::nerd_face::smiling_face_with_hearts::smiling_face_with_sunglasses::smiling_face_with_heart_eyes:,X,,,,X,
moby_ct_411,@sunshine 70 hallo :waving_hand::slightly_smiling_face:,X,,,,X,
moby_ct_222,:musical_notes::musical_note::speaker_high_volume::clapping_hands::open_hands:,X,,,,X,
air_ct_490,🙌🏻,X,,,,X,
